Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
373,Clarithromycin,650mg,Headache,Azithromycin,Yes,1 tablet at night
374,ORS,400mg,Bacterial Infection,Crocin,Yes,1 tablet at night
375,Cetirizine,500mg,Allergy,Electral,No,1 tablet every 6 hrs
376,Ranitidine,200ml,Inflammation,Ranitidine,Yes,As directed by doctor
377,Electral,650mg,Cold,ORS,No,1 tablet at night
378,Amoxicillin,100mg,Fever,Crocin,No,1 tablet every 6 hrs
379,Dolo,500mg,Cold,Diclofenac,Yes,1 tablet daily
380,Dolo,650mg,Fever,Zincovit,Yes,1 tablet at night
381,Paracetamol,650mg,Headache,Crocin,No,1 tablet every 6 hrs
382,Ranitidine,10ml,Pain,Zincovit,Yes,1 capsule every 8 hrs
383,Paracetamol,250mg,Throat Infection,Amoxicillin,Yes,1 tablet daily
384,Ranitidine,100mg,Fever,Cetirizine,No,1 tablet at night
385,Electral,250mg,Pain,Ibuprofen,Yes,1 tablet after meals
386,Dolo,10ml,Allergy,Azithromycin,No,1 capsule every 8 hrs
387,Vitamin C,100mg,Immunity Boost,Azithromycin,Yes,1 tablet daily
388,Dolo,500mg,Immunity Boost,ORS,No,1 tablet every 6 hrs
389,Glimepiride,500mg,Fever,Clarithromycin,Yes,1 tablet after meals
390,Paracetamol,10ml,Throat Infection,Paracetamol,Yes,1 capsule every 8 hrs
391,Famotidine,200ml,Pain,Famotidine,Yes,1 tablet daily
392,Clarithromycin,10ml,Headache,Azithromycin,Yes,1 capsule every 8 hrs
393,Ibuprofen,250mg,Throat Infection,Electral,Yes,1 tablet after meals
394,Clarithromycin,500mg,Fever,Electral,No,As directed by doctor
395,Famotidine,500mg,Allergy,Crocin,No,1 tablet at night
396,Cetirizine,650mg,Inflammation,Famotidine,Yes,As directed by doctor
397,Clarithromycin,200ml,Headache,Glimepiride,Yes,1 tablet at night
398,Dolo,500mg,Bacterial Infection,Glimepiride,Yes,As directed by doctor
399,Glimepiride,10ml,Pain,Clarithromycin,Yes,1 capsule every 8 hrs
400,Glimepiride,250mg,Inflammation,Clarithromycin,Yes,1 tablet every 6 hrs
401,Crocin,250mg,Pain,Vitamin C,No,1 capsule every 8 hrs
402,Metformin,500mg,Dehydration,Electral,No,As directed by doctor
403,Electral,10ml,Allergy,Ibuprofen,No,1 capsule every 8 hrs
404,Ranitidine,250mg,Throat Infection,Cetirizine,Yes,As directed by doctor
405,Metformin,10ml,Pain,Azithromycin,Yes,1 tablet every 6 hrs
406,Vitamin C,100mg,Fever,Insulin,Yes,As directed by doctor
407,Azithromycin,650mg,Allergy,Metformin,No,1 tablet after meals
408,Paracetamol,10ml,Fever,Clarithromycin,No,1 tablet daily
409,Zincovit,10ml,Allergy,Insulin,No,1 capsule every 8 hrs
410,ORS,400mg,Dehydration,Electral,No,As directed by doctor
411,Glimepiride,400mg,Throat Infection,Vitamin C,No,1 capsule every 8 hrs
412,Famotidine,10ml,Cold,Zincovit,Yes,1 capsule every 8 hrs
413,Electral,400mg,Headache,Famotidine,No,1 tablet after meals
414,Diclofenac,500mg,Fever,Zincovit,No,As directed by doctor
415,Cetirizine,650mg,Dehydration,Zincovit,No,1 capsule every 8 hrs
416,Clarithromycin,400mg,Allergy,Clarithromycin,Yes,1 tablet at night
417,Azithromycin,500mg,Cold,Cetirizine,Yes,1 tablet after meals
418,Vitamin C,400mg,Allergy,Dolo,Yes,1 tablet daily
419,Insulin,400mg,Cold,ORS,No,As directed by doctor
420,Diclofenac,400mg,Allergy,Vitamin C,Yes,1 tablet daily
421,Cetirizine,400mg,Throat Infection,Dolo,Yes,1 capsule every 8 hrs
422,Ibuprofen,200ml,Headache,Dolo,No,As directed by doctor
423,ORS,650mg,Throat Infection,Clarithromycin,Yes,As directed by doctor
424,Ranitidine,500mg,Cold,Glimepiride,No,1 tablet daily
425,Metformin,200ml,Inflammation,Amoxicillin,Yes,As directed by doctor
426,Amoxicillin,650mg,Allergy,Levocetirizine,No,1 capsule every 8 hrs
427,Levocetirizine,400mg,Inflammation,Ranitidine,Yes,1 tablet every 6 hrs
428,Vitamin C,200ml,Inflammation,Glimepiride,Yes,1 tablet after meals
429,Famotidine,400mg,Diabetes,Famotidine,Yes,As directed by doctor
430,Ranitidine,100mg,Allergy,Ranitidine,No,As directed by doctor
431,Vitamin C,250mg,Fever,ORS,Yes,1 tablet at night
432,Dolo,200ml,Diabetes,Cetirizine,Yes,1 capsule every 8 hrs
433,Amoxicillin,500mg,Diabetes,Azithromycin,Yes,1 capsule every 8 hrs
434,Clarithromycin,650mg,Diabetes,Clarithromycin,Yes,1 tablet after meals
435,Levocetirizine,100mg,Pain,Azithromycin,No,1 capsule every 8 hrs
436,Famotidine,100mg,Bacterial Infection,Dolo,Yes,As directed by doctor
437,Azithromycin,100mg,Acidity,Crocin,No,1 tablet every 6 hrs
438,Ranitidine,200ml,Allergy,Metformin,No,1 tablet daily
439,Metformin,650mg,Pain,Amoxicillin,No,1 tablet daily
440,Famotidine,500mg,Dehydration,Crocin,Yes,1 capsule every 8 hrs
441,Glimepiride,10ml,Headache,Diclofenac,No,1 capsule every 8 hrs
442,Famotidine,200ml,Acidity,Azithromycin,No,1 tablet every 6 hrs
443,Cetirizine,650mg,Acidity,Cetirizine,No,1 capsule every 8 hrs
444,Amoxicillin,500mg,Throat Infection,Dolo,No,1 tablet every 6 hrs
445,Ranitidine,10ml,Pain,Famotidine,No,1 tablet every 6 hrs
446,Ibuprofen,500mg,Fever,Glimepiride,No,1 tablet at night
447,Dolo,500mg,Dehydration,Diclofenac,Yes,1 tablet daily
448,Levocetirizine,10ml,Bacterial Infection,Dolo,No,1 tablet after meals
449,Ibuprofen,200ml,Immunity Boost,Vitamin C,No,1 tablet daily
450,Levocetirizine,100mg,Throat Infection,Insulin,No,1 tablet daily
451,Paracetamol,500mg,Allergy,Insulin,No,1 capsule every 8 hrs
452,Zincovit,100mg,Dehydration,Insulin,Yes,As directed by doctor
453,Metformin,400mg,Allergy,Ranitidine,No,1 tablet daily
454,Crocin,10ml,Bacterial Infection,Cetirizine,No,1 capsule every 8 hrs
455,Dolo,500mg,Throat Infection,Amoxicillin,No,1 tablet at night
456,Ibuprofen,200ml,Diabetes,Vitamin C,No,1 tablet at night
457,Zincovit,500mg,Throat Infection,Electral,No,1 tablet at night
458,Diclofenac,200ml,Acidity,Crocin,No,As directed by doctor
459,Zincovit,650mg,Diabetes,Zincovit,Yes,1 tablet daily
460,Famotidine,250mg,Immunity Boost,Cetirizine,Yes,1 tablet daily
461,Paracetamol,650mg,Acidity,Zincovit,Yes,1 tablet at night
462,Metformin,400mg,Dehydration,Vitamin C,Yes,1 tablet after meals
463,Ibuprofen,650mg,Dehydration,Famotidine,Yes,1 tablet every 6 hrs
464,Dolo,100mg,Dehydration,Paracetamol,No,1 tablet daily
465,Levocetirizine,200ml,Bacterial Infection,Diclofenac,Yes,1 tablet at night
466,Glimepiride,10ml,Headache,Azithromycin,No,1 tablet at night
467,Ranitidine,10ml,Cold,Vitamin C,No,1 tablet after meals
468,Vitamin C,500mg,Headache,Insulin,Yes,1 tablet at night
469,Glimepiride,10ml,Dehydration,ORS,Yes,1 capsule every 8 hrs
470,Ranitidine,200ml,Pain,Levocetirizine,Yes,As directed by doctor
471,Levocetirizine,400mg,Acidity,Dolo,Yes,As directed by doctor
472,Crocin,400mg,Throat Infection,Glimepiride,Yes,As directed by doctor
473,Dolo,250mg,Bacterial Infection,Ranitidine,Yes,1 tablet at night
474,Diclofenac,650mg,Immunity Boost,Zincovit,No,1 capsule every 8 hrs
475,Cetirizine,250mg,Inflammation,Cetirizine,Yes,As directed by doctor
476,Clarithromycin,100mg,Headache,Paracetamol,No,1 tablet daily
477,ORS,500mg,Acidity,Glimepiride,No,1 tablet daily
478,Insulin,200ml,Pain,Azithromycin,No,1 tablet daily
479,Amoxicillin,250mg,Dehydration,Ranitidine,No,1 tablet at night
480,Crocin,10ml,Diabetes,Glimepiride,Yes,1 tablet after meals
481,Ranitidine,250mg,Allergy,Zincovit,Yes,1 tablet every 6 hrs
482,Insulin,100mg,Dehydration,Paracetamol,No,1 tablet daily
483,Levocetirizine,500mg,Fever,Diclofenac,No,1 tablet at night
484,Vitamin C,650mg,Dehydration,Clarithromycin,Yes,1 tablet daily
485,Levocetirizine,100mg,Throat Infection,Dolo,No,1 capsule every 8 hrs
486,Famotidine,650mg,Headache,Clarithromycin,No,1 tablet at night
487,Cetirizine,100mg,Throat Infection,Ranitidine,Yes,1 tablet daily
488,Famotidine,650mg,Acidity,Insulin,No,1 tablet every 6 hrs
489,Ibuprofen,250mg,Allergy,Glimepiride,No,1 tablet daily
490,Insulin,250mg,Cold,Azithromycin,Yes,1 tablet at night
491,Azithromycin,650mg,Bacterial Infection,Electral,No,As directed by doctor
492,Vitamin C,200ml,Pain,Electral,Yes,1 tablet at night
493,Dolo,500mg,Acidity,Ranitidine,No,1 tablet at night
494,Ibuprofen,650mg,Headache,Azithromycin,Yes,1 capsule every 8 hrs
495,Glimepiride,100mg,Acidity,Cetirizine,No,As directed by doctor
496,Insulin,250mg,Allergy,Vitamin C,No,1 tablet at night
497,Ibuprofen,200ml,Allergy,Vitamin C,Yes,1 capsule every 8 hrs
498,Cetirizine,650mg,Throat Infection,Famotidine,No,1 tablet every 6 hrs
499,Ibuprofen,650mg,Fever,Vitamin C,No,1 tablet after meals
500,Diclofenac,250mg,Throat Infection,Ranitidine,Yes,As directed by doctor
501,Dolo,100mg,Diabetes,Paracetamol,No,1 tablet every 6 hrs
502,Clarithromycin,400mg,Inflammation,Ranitidine,No,1 tablet every 6 hrs
503,Diclofenac,650mg,Throat Infection,Electral,No,As directed by doctor
504,Glimepiride,500mg,Acidity,Clarithromycin,Yes,1 capsule every 8 hrs
505,Clarithromycin,100mg,Diabetes,Dolo,No,1 tablet every 6 hrs
506,Metformin,100mg,Bacterial Infection,Insulin,No,1 tablet every 6 hrs
507,Insulin,200ml,Acidity,Dolo,Yes,1 capsule every 8 hrs
508,Insulin,500mg,Immunity Boost,Zincovit,No,1 capsule every 8 hrs
509,Glimepiride,10ml,Bacterial Infection,Dolo,Yes,1 tablet at night
510,Vitamin C,10ml,Bacterial Infection,Levocetirizine,No,1 tablet every 6 hrs
511,Ranitidine,10ml,Inflammation,Ranitidine,No,1 capsule every 8 hrs
512,Amoxicillin,100mg,Bacterial Infection,Electral,Yes,1 tablet every 6 hrs
513,Azithromycin,200ml,Acidity,Vitamin C,No,1 tablet at night
514,Levocetirizine,500mg,Allergy,Crocin,Yes,1 tablet after meals
515,Metformin,250mg,Diabetes,Electral,No,1 capsule every 8 hrs
516,Ranitidine,200ml,Pain,Azithromycin,No,As directed by doctor
517,Ranitidine,250mg,Bacterial Infection,ORS,Yes,As directed by doctor
518,Clarithromycin,650mg,Inflammation,Glimepiride,No,1 tablet every 6 hrs
519,Ibuprofen,10ml,Acidity,Insulin,No,1 tablet after meals
520,Diclofenac,100mg,Allergy,Cetirizine,Yes,1 tablet every 6 hrs
521,Glimepiride,250mg,Bacterial Infection,Zincovit,Yes,As directed by doctor
522,Azithromycin,100mg,Immunity Boost,Cetirizine,Yes,1 tablet after meals
523,Amoxicillin,100mg,Acidity,Famotidine,No,1 capsule every 8 hrs
524,Levocetirizine,400mg,Pain,Vitamin C,No,1 tablet after meals
525,Levocetirizine,500mg,Bacterial Infection,Dolo,Yes,1 tablet every 6 hrs
526,Ranitidine,400mg,Dehydration,Diclofenac,Yes,1 tablet every 6 hrs
527,Electral,400mg,Dehydration,Zincovit,No,1 tablet daily
528,Clarithromycin,250mg,Headache,Ibuprofen,No,As directed by doctor
529,Famotidine,200ml,Allergy,Clarithromycin,No,1 capsule every 8 hrs
530,Paracetamol,10ml,Acidity,Cetirizine,Yes,1 tablet at night
531,Crocin,200ml,Diabetes,Paracetamol,No,1 tablet after meals
532,Paracetamol,200ml,Inflammation,Metformin,No,1 tablet after meals
533,Clarithromycin,400mg,Pain,Glimepiride,Yes,1 tablet daily
534,Paracetamol,100mg,Headache,Vitamin C,Yes,1 tablet every 6 hrs
535,Vitamin C,250mg,Allergy,Cetirizine,No,As directed by doctor
536,Paracetamol,10ml,Acidity,Clarithromycin,No,1 capsule every 8 hrs
537,Vitamin C,250mg,Headache,Paracetamol,No,1 tablet every 6 hrs
538,Ibuprofen,100mg,Diabetes,Insulin,Yes,As directed by doctor
539,ORS,650mg,Dehydration,Levocetirizine,Yes,1 capsule every 8 hrs
540,Glimepiride,500mg,Acidity,Insulin,No,1 capsule every 8 hrs
541,Amoxicillin,200ml,Allergy,ORS,No,1 tablet every 6 hrs
542,Famotidine,100mg,Diabetes,Electral,No,As directed by doctor
543,Ibuprofen,10ml,Acidity,Dolo,No,1 tablet daily
544,Diclofenac,250mg,Fever,Levocetirizine,No,1 tablet after meals
545,Ranitidine,200ml,Inflammation,Vitamin C,Yes,1 tablet every 6 hrs
546,Metformin,400mg,Bacterial Infection,Electral,Yes,1 capsule every 8 hrs
547,Crocin,250mg,Cold,Insulin,No,1 tablet every 6 hrs
548,Metformin,650mg,Throat Infection,ORS,Yes,As directed by doctor
549,Electral,10ml,Immunity Boost,Diclofenac,Yes,1 tablet daily
550,Crocin,200ml,Cold,Cetirizine,No,1 capsule every 8 hrs
551,Paracetamol,250mg,Inflammation,Famotidine,No,As directed by doctor
552,Paracetamol,400mg,Inflammation,Cetirizine,Yes,1 tablet every 6 hrs
553,Azithromycin,650mg,Pain,Insulin,No,1 tablet at night
554,Clarithromycin,250mg,Immunity Boost,Insulin,Yes,1 tablet after meals
555,Clarithromycin,400mg,Pain,Amoxicillin,No,1 tablet daily
556,Vitamin C,100mg,Allergy,Dolo,No,1 tablet every 6 hrs
557,Azithromycin,100mg,Dehydration,Electral,No,1 tablet at night
558,Amoxicillin,650mg,Inflammation,Azithromycin,Yes,1 tablet at night
559,Crocin,400mg,Throat Infection,Insulin,Yes,As directed by doctor
560,Dolo,200ml,Dehydration,Diclofenac,No,1 capsule every 8 hrs
561,Clarithromycin,100mg,Dehydration,Insulin,No,1 tablet after meals
562,Ranitidine,200ml,Inflammation,Crocin,Yes,1 capsule every 8 hrs
563,Levocetirizine,500mg,Immunity Boost,Paracetamol,Yes,1 tablet at night
564,Azithromycin,400mg,Diabetes,Azithromycin,Yes,1 tablet after meals
565,Dolo,400mg,Acidity,Zincovit,Yes,As directed by doctor
566,Levocetirizine,10ml,Allergy,Cetirizine,No,1 tablet at night
567,Insulin,400mg,Cold,Crocin,Yes,1 capsule every 8 hrs
568,Crocin,400mg,Cold,Electral,Yes,1 tablet at night
569,Dolo,250mg,Bacterial Infection,Vitamin C,No,1 tablet every 6 hrs
570,Glimepiride,250mg,Acidity,Clarithromycin,Yes,1 capsule every 8 hrs
571,Metformin,500mg,Allergy,Vitamin C,No,As directed by doctor
572,Famotidine,650mg,Diabetes,ORS,Yes,1 tablet daily
573,Clarithromycin,100mg,Inflammation,Levocetirizine,No,1 tablet after meals
574,Dolo,100mg,Pain,Glimepiride,Yes,1 tablet daily
575,Insulin,100mg,Pain,Ibuprofen,No,1 capsule every 8 hrs
576,Dolo,200ml,Throat Infection,Amoxicillin,Yes,1 tablet daily
577,Vitamin C,500mg,Fever,Famotidine,No,1 tablet every 6 hrs
578,Clarithromycin,10ml,Headache,Crocin,Yes,As directed by doctor
579,Electral,500mg,Immunity Boost,Ibuprofen,Yes,1 tablet after meals
580,Dolo,400mg,Headache,Zincovit,Yes,1 tablet daily
581,Metformin,200ml,Pain,Vitamin C,No,1 capsule every 8 hrs
582,Amoxicillin,10ml,Bacterial Infection,Cetirizine,Yes,1 tablet at night
583,Levocetirizine,200ml,Diabetes,Insulin,Yes,1 tablet daily
584,Ranitidine,250mg,Throat Infection,Electral,Yes,1 tablet every 6 hrs
585,Levocetirizine,400mg,Cold,Amoxicillin,No,1 capsule every 8 hrs
586,Crocin,100mg,Acidity,Dolo,Yes,1 tablet daily
587,Levocetirizine,100mg,Inflammation,Metformin,Yes,1 tablet after meals
588,Cetirizine,250mg,Headache,Dolo,No,1 tablet daily
589,Metformin,10ml,Inflammation,ORS,Yes,1 tablet after meals
590,Azithromycin,400mg,Allergy,Ibuprofen,No,1 capsule every 8 hrs
591,Dolo,10ml,Acidity,Levocetirizine,No,1 tablet after meals
592,Levocetirizine,100mg,Dehydration,Famotidine,Yes,1 tablet daily
593,Vitamin C,250mg,Inflammation,Ibuprofen,Yes,1 tablet at night
594,Vitamin C,200ml,Diabetes,Dolo,Yes,1 capsule every 8 hrs
595,Diclofenac,200ml,Allergy,Dolo,No,As directed by doctor
596,Azithromycin,400mg,Throat Infection,Electral,No,As directed by doctor
597,Metformin,10ml,Acidity,Insulin,Yes,As directed by doctor
598,Levocetirizine,250mg,Bacterial Infection,Cetirizine,No,1 tablet every 6 hrs
599,Zincovit,400mg,Dehydration,ORS,Yes,1 tablet every 6 hrs
600,Vitamin C,10ml,Pain,Paracetamol,Yes,1 capsule every 8 hrs
601,ORS,650mg,Inflammation,Levocetirizine,Yes,1 tablet every 6 hrs
602,ORS,250mg,Bacterial Infection,Diclofenac,Yes,1 tablet after meals
603,Diclofenac,400mg,Fever,Amoxicillin,No,1 tablet after meals
604,Amoxicillin,200ml,Headache,ORS,Yes,1 tablet every 6 hrs
605,Metformin,10ml,Pain,Insulin,Yes,1 capsule every 8 hrs
606,Metformin,400mg,Acidity,Diclofenac,Yes,1 tablet daily
607,Amoxicillin,400mg,Fever,Amoxicillin,Yes,1 capsule every 8 hrs
608,Zincovit,200ml,Inflammation,Electral,No,1 tablet every 6 hrs
609,Metformin,10ml,Bacterial Infection,Levocetirizine,Yes,As directed by doctor
610,Paracetamol,650mg,Headache,Famotidine,No,1 tablet after meals
611,Levocetirizine,250mg,Cold,Glimepiride,No,1 tablet every 6 hrs
612,Vitamin C,250mg,Pain,Famotidine,Yes,As directed by doctor
613,Ibuprofen,650mg,Headache,Dolo,Yes,1 tablet every 6 hrs
614,Ibuprofen,400mg,Fever,Azithromycin,Yes,1 tablet daily
615,Ranitidine,200ml,Headache,Paracetamol,Yes,1 tablet after meals
616,Electral,500mg,Headache,Zincovit,No,1 tablet at night
617,Diclofenac,200ml,Throat Infection,Vitamin C,Yes,As directed by doctor
618,Amoxicillin,650mg,Bacterial Infection,Levocetirizine,No,1 tablet at night
619,Ibuprofen,400mg,Acidity,Cetirizine,Yes,1 tablet daily
620,Cetirizine,100mg,Headache,Clarithromycin,Yes,1 capsule every 8 hrs
621,Vitamin C,200ml,Headache,Clarithromycin,No,1 tablet at night
622,Zincovit,100mg,Inflammation,Crocin,Yes,1 tablet after meals
623,Clarithromycin,500mg,Dehydration,Amoxicillin,No,1 tablet at night
624,Crocin,650mg,Acidity,Dolo,Yes,1 capsule every 8 hrs
625,Famotidine,200ml,Throat Infection,Paracetamol,No,As directed by doctor
626,Amoxicillin,500mg,Throat Infection,Famotidine,No,1 tablet daily
627,Vitamin C,650mg,Cold,ORS,No,1 tablet at night
628,Diclofenac,10ml,Fever,Glimepiride,No,1 capsule every 8 hrs
629,Metformin,650mg,Throat Infection,Clarithromycin,No,1 tablet at night
630,Ranitidine,500mg,Cold,Paracetamol,Yes,1 tablet after meals
631,Electral,10ml,Pain,Zincovit,No,1 tablet at night
632,Ranitidine,400mg,Diabetes,ORS,No,As directed by doctor
633,Dolo,100mg,Headache,Insulin,No,1 tablet after meals
634,ORS,500mg,Headache,Dolo,No,1 tablet at night
635,Ranitidine,100mg,Diabetes,Zincovit,No,1 tablet after meals
636,Dolo,250mg,Allergy,Cetirizine,No,As directed by doctor
637,Clarithromycin,200ml,Bacterial Infection,Electral,No,1 tablet every 6 hrs
638,Paracetamol,650mg,Acidity,Levocetirizine,No,1 tablet after meals
639,Diclofenac,100mg,Dehydration,Diclofenac,No,1 capsule every 8 hrs
640,Metformin,100mg,Dehydration,Ibuprofen,Yes,1 capsule every 8 hrs
641,Paracetamol,10ml,Fever,Metformin,Yes,1 capsule every 8 hrs
642,Ranitidine,400mg,Headache,Paracetamol,Yes,1 tablet after meals
643,Clarithromycin,200ml,Bacterial Infection,Ranitidine,Yes,1 tablet daily
644,Paracetamol,400mg,Acidity,Glimepiride,No,1 tablet at night
645,Glimepiride,200ml,Pain,Glimepiride,No,1 tablet every 6 hrs
646,Clarithromycin,100mg,Allergy,Levocetirizine,Yes,1 tablet daily
647,Crocin,200ml,Diabetes,Azithromycin,No,1 capsule every 8 hrs
648,Zincovit,250mg,Pain,Clarithromycin,No,1 tablet at night
649,Insulin,650mg,Fever,Insulin,No,1 capsule every 8 hrs
650,Amoxicillin,10ml,Diabetes,Zincovit,Yes,1 tablet after meals
651,ORS,250mg,Acidity,Metformin,No,1 tablet daily
652,ORS,200ml,Allergy,Zincovit,Yes,1 tablet after meals
653,Levocetirizine,100mg,Inflammation,Famotidine,Yes,1 tablet at night
654,Metformin,400mg,Inflammation,ORS,No,1 tablet every 6 hrs
655,Cetirizine,400mg,Cold,Vitamin C,Yes,1 tablet daily
656,Dolo,250mg,Allergy,Diclofenac,No,1 tablet at night
657,Ranitidine,100mg,Allergy,Paracetamol,No,1 tablet every 6 hrs
658,Levocetirizine,200ml,Inflammation,Vitamin C,Yes,1 tablet daily
659,Zincovit,400mg,Acidity,Diclofenac,No,1 tablet daily
660,Vitamin C,100mg,Acidity,Levocetirizine,Yes,1 tablet after meals
661,Azithromycin,500mg,Pain,Amoxicillin,Yes,1 tablet daily
662,Clarithromycin,100mg,Throat Infection,Zincovit,Yes,1 tablet every 6 hrs
663,Ranitidine,400mg,Diabetes,Clarithromycin,No,1 tablet daily
664,Insulin,100mg,Cold,Famotidine,No,As directed by doctor
665,Amoxicillin,10ml,Cold,Azithromycin,Yes,1 tablet every 6 hrs
666,Amoxicillin,400mg,Throat Infection,Dolo,Yes,1 tablet at night
667,ORS,650mg,Fever,Electral,Yes,1 tablet after meals
668,Amoxicillin,650mg,Headache,Glimepiride,Yes,1 tablet at night
669,Levocetirizine,200ml,Allergy,Insulin,No,1 tablet at night
670,Insulin,250mg,Throat Infection,Amoxicillin,Yes,1 tablet every 6 hrs
671,Paracetamol,10ml,Immunity Boost,Ibuprofen,Yes,1 tablet at night
672,Zincovit,200ml,Allergy,Amoxicillin,No,1 tablet every 6 hrs
673,Dolo,100mg,Immunity Boost,Amoxicillin,Yes,1 tablet daily
674,Levocetirizine,100mg,Diabetes,Glimepiride,No,1 capsule every 8 hrs
675,Crocin,650mg,Throat Infection,Insulin,No,As directed by doctor
676,Crocin,100mg,Inflammation,Cetirizine,No,1 tablet daily
677,Famotidine,650mg,Bacterial Infection,Glimepiride,Yes,1 tablet every 6 hrs
678,Electral,250mg,Pain,Glimepiride,No,1 capsule every 8 hrs
679,Famotidine,500mg,Acidity,Insulin,No,1 tablet daily
680,Metformin,200ml,Fever,Electral,No,1 tablet at night
681,Ibuprofen,100mg,Bacterial Infection,Crocin,Yes,1 tablet after meals
682,Crocin,200ml,Bacterial Infection,Ranitidine,Yes,1 tablet every 6 hrs
683,Cetirizine,500mg,Fever,Ranitidine,No,1 tablet at night
684,Crocin,10ml,Immunity Boost,Clarithromycin,No,1 capsule every 8 hrs
685,Metformin,10ml,Inflammation,Famotidine,Yes,1 tablet after meals
686,Glimepiride,10ml,Acidity,Ranitidine,No,1 tablet at night
687,Ibuprofen,100mg,Inflammation,Levocetirizine,No,1 capsule every 8 hrs
688,Crocin,100mg,Acidity,Vitamin C,No,1 tablet daily
689,Cetirizine,650mg,Diabetes,Dolo,No,1 tablet every 6 hrs
690,Levocetirizine,500mg,Allergy,Clarithromycin,Yes,As directed by doctor
691,Insulin,650mg,Diabetes,Diclofenac,Yes,As directed by doctor
692,Insulin,500mg,Inflammation,Zincovit,No,1 tablet after meals
693,Ibuprofen,100mg,Pain,Insulin,Yes,1 tablet after meals
694,Electral,250mg,Dehydration,Paracetamol,Yes,1 capsule every 8 hrs
695,Vitamin C,250mg,Cold,Metformin,Yes,1 tablet every 6 hrs
696,Vitamin C,10ml,Diabetes,Cetirizine,Yes,1 capsule every 8 hrs
697,Insulin,10ml,Immunity Boost,Levocetirizine,No,1 tablet daily
698,Ranitidine,250mg,Fever,Metformin,No,1 tablet daily
699,Famotidine,100mg,Headache,ORS,Yes,1 tablet at night
700,Diclofenac,100mg,Cold,Ibuprofen,No,1 tablet daily
701,Insulin,400mg,Headache,Crocin,Yes,As directed by doctor
